Random	 Average  of chlorophyll in the plant (ACHP)	 Plant height rate (PHR)	Average wet weight of the growth vege40tive (AWWGV)	Average leaf area of the plant (ALAP)	Average number of plant leaves (ANPL)	Average root diameter (ARD)	 Average dry weight of the root (ADWR)	 Percen40ge of dry matter for vege40tive growth (PDMVG)	Average root length (ARL)	Average wet weight of the root (AWWR)	 Average dry weight of vege40tive plants (ADWV)	Percen40ge of dry matter for root growth (PDMRG)	Class
2	43.80031933	65.43687384	1.567612341	1054.627264	3.990274489	12.66795825	0.759940967	27.70202641	12.39584662	1.611152848	0.445482969	46.53534755	50
1	43.49237458	72.47443	1.75593416	943.6172968	2.996209831	13.82871452	0.54038626	37.54745817	15.03225172	1.579692939	0.651904574	34.40051986	50
3	42.29286368	66.59989369	1.326016805	1142.952008	3.022801109	11.125231	0.280350058	15.06886082	15.61120942	1.175075303	0.214658106	23.65684734	50
1	43.49939184	72.47490242	1.730162031	943.6408995	3.003763771	13.83219406	0.534493909	37.55022844	15.00634939	1.571234217	0.650830525	34.39287017	50
3	42.29609133	66.5937435	1.336425649	1142.95027	2.992624015	11.12060091	0.287188321	15.0769613	15.59633525	1.160855272	0.188871191	23.68055553	50
1	43.49724994	72.4970443	1.727846821	943.6174073	2.998121519	13.80508066	0.544358345	37.54149247	14.99512449	1.558219716	0.656087394	34.37906196	50
1	43.49644094	72.48228033	1.72038028	943.6166483	3.001227801	13.83828158	0.570351219	37.56966475	15.03143969	1.576986073	0.659034126	34.39036389	50
3	42.28283934	66.58741076	1.32311837	1142.948864	3.010079258	11.09672422	0.268340177	15.08223825	15.57100951	1.151195379	0.191594999	23.68270346	50
2	43.81533848	65.45171499	1.570937777	1054.656366	4.013147365	12.64845556	0.740611739	27.7154305	12.39318413	1.602526669	0.439298744	46.53347622	50
3	42.29206042	66.58637898	1.341540836	1142.936191	2.983619382	11.10568659	0.27196178	15.06926484	15.60460579	1.174479031	0.1950893	23.671446	50
2	43.82572061	65.46195429	1.576079325	1054.656545	4.012962811	12.6555084	0.747724451	27.72077231	12.39955022	1.600606821	0.455596239	46.54788785	50
1	43.5025827	72.4810765	1.733945453	943.6145844	2.995806094	13.82414082	0.527175997	37.5616301	15.00595704	1.568966395	0.654350086	34.39341574	50
3	42.28940016	66.60152936	1.339879495	1142.942609	2.997356561	11.1195611	0.277297232	15.08277023	15.59193977	1.166587395	0.197930185	23.67398818	50
3	42.2983014	66.59906792	1.342255032	1142.935586	3.005809847	11.10765424	0.262707909	15.06630382	15.62233734	1.176108202	0.212265025	23.67166372	50
3	42.292792	66.58849301	1.352048357	1142.939106	3.007658349	11.10432545	0.264911512	15.07602544	15.60340696	1.150530352	0.203685532	23.66761186	50
2	43.80176208	65.45670468	1.575394334	1054.650758	4.008788806	12.67295984	0.735708781	27.69448584	12.41682161	1.628308678	0.435017962	46.5548416	50
2	43.80649711	65.45668529	1.576307427	1054.651911	4.002176049	12.66938775	0.736188606	27.71476756	12.40016962	1.607687793	0.436111487	46.5495452	50
1	43.48830777	72.47358069	1.757136822	943.623313	2.984958751	13.8240087	0.54760422	37.5578762	15.00562198	1.553103948	0.650118372	34.39331611	50
3	42.29246277	66.59009923	1.351420285	1142.931043	2.99867156	11.11075611	0.289412698	15.07465272	15.59218704	1.139547252	0.196642358	23.67469974	50
3	42.2962057	66.59874218	1.324547824	1142.946903	2.992199224	11.11303339	0.277888934	15.05949344	15.60650032	1.164718347	0.214034874	23.68873134	50
1	43.49381572	72.48817963	1.740455938	943.6221483	2.989971034	13.8431638	0.529096497	37.5370797	15.00851232	1.581786766	0.650417375	34.39191457	50
3	42.31930233	66.58388629	1.361036574	1142.946135	2.999248123	11.11313298	0.288766297	15.05738718	15.59828159	1.159404675	0.208410701	23.65740331	50
2	43.80424202	65.46039501	1.573828152	1054.634936	3.994540289	12.65688175	0.754724559	27.71203818	12.40654516	1.612936427	0.432291712	46.55414092	50
2	43.80950263	65.47140562	1.581486836	1054.632615	4.019836825	12.67779796	0.752288114	27.7116089	12.39491166	1.608157215	0.439201194	46.53845098	50
3	42.30483476	66.58598912	1.338221865	1142.949981	3.009097549	11.10461795	0.265692695	15.04782396	15.60399241	1.147228914	0.202162834	23.68552294	50
3	42.29906198	66.589006	1.349346675	1142.937256	2.995513715	11.09263097	0.266197141	15.05690582	15.60394496	1.150621129	0.192082822	23.68038527	50
2	43.7958033	65.45631069	1.584556878	1054.622634	4.00857842	12.65314089	0.75942165	27.70840349	12.41345247	1.603249774	0.428542062	46.55096784	50
2	43.79269213	65.46129018	1.585702587	1054.627724	3.996127463	12.64505851	0.758105428	27.72802655	12.40195922	1.60615477	0.442353646	46.55374759	50
2	43.79598059	65.45072936	1.571358881	1054.646157	3.988530493	12.66440241	0.761865964	27.71423046	12.39856582	1.603182175	0.448153006	46.5351323	50
2	43.81089628	65.46321911	1.573964236	1054.631542	4.004059211	12.66352416	0.757064368	27.71612972	12.40674433	1.589189787	0.430613705	46.53864743	50
1	43.49956316	72.47550465	1.717723818	943.6140903	3.011495902	13.83828198	0.553944048	37.55404188	15.0032647	1.562448343	0.636538695	34.39499093	50
3	42.30892647	66.56730908	1.343605354	1142.949253	3.00967984	11.12986434	0.267050785	15.08284505	15.5843622	1.1690168	0.215827714	23.67173495	50
1	43.50431827	72.46638137	1.7362503	943.6306455	2.996039238	13.82258216	0.552195292	37.56950833	15.0209034	1.578852304	0.629986901	34.39216377	50
2	43.80667791	65.45903446	1.564923582	1054.659779	4.000059786	12.67085189	0.75927439	27.70311317	12.39877871	1.612869115	0.437080995	46.52321777	50
1	43.51961028	72.48489277	1.726029747	943.6213831	3.005038932	13.84428861	0.535201972	37.55874073	15.01187673	1.561136911	0.649944661	34.37236658	50
2	43.80353261	65.45417158	1.57601734	1054.632028	3.991042111	12.66440143	0.751413932	27.70667405	12.38706608	1.6193915	0.443407874	46.5599827	50
1	43.50482419	72.47801868	1.741015348	943.6129981	2.998558561	13.8164971	0.560067214	37.56320485	15.02419349	1.570737644	0.651163195	34.40488801	50
3	42.31182121	66.59750217	1.346789157	1142.942265	3.014306369	11.09762831	0.284273677	15.08491372	15.61481562	1.162816767	0.196697159	23.66737562	50
3	42.31029097	66.57429215	1.351062848	1142.952675	2.988706183	11.12728774	0.275787165	15.05916995	15.60045135	1.158688408	0.20994319	23.66604807	50
2	43.80771571	65.4598124	1.580352111	1054.639337	4.005686798	12.67941435	0.734748891	27.70598931	12.41496006	1.599378124	0.440938388	46.52792871	50
3	42.32448253	66.57965041	1.33559719	1142.950542	2.99843899	11.0941424	0.271776421	15.07976992	15.59898848	1.160595944	0.209613436	23.65684349	50
1	43.49212721	72.49081554	1.732542058	943.6163024	2.993851645	13.82153337	0.532256933	37.55767783	15.02246969	1.578999892	0.655912011	34.40026543	50
2	43.79365501	65.45751569	1.593144749	1054.636582	3.982015268	12.65612325	0.749219714	27.70567322	12.39437191	1.600218691	0.429630574	46.54820307	50
1	43.49950078	72.49105826	1.753925543	943.6126057	2.98590985	13.82392842	0.547554526	37.54766354	15.01203573	1.569353648	0.658876632	34.38499606	50
3	42.30256077	66.59273368	1.339441242	1142.958178	2.983042742	11.12930904	0.278447094	15.07872321	15.59914014	1.144620635	0.190661259	23.66777017	50
3	42.28286481	66.59734463	1.350638294	1142.946426	3.002052521	11.09930576	0.291303118	15.06816017	15.58630087	1.157061607	0.189763184	23.64939333	50
3	42.30305166	66.59266766	1.343234331	1142.934308	3.017095102	11.10536549	0.294834021	15.07983459	15.6085476	1.157318858	0.20904516	23.68321245	50
2	43.80353594	65.45860789	1.594915491	1054.633145	3.991792246	12.66155503	0.761172357	27.71443061	12.38502814	1.611767039	0.425136398	46.55318915	50
2	43.79502868	65.45772014	1.568286988	1054.635959	4.008949485	12.64935735	0.72934864	27.70998961	12.39820753	1.630163739	0.431303263	46.54743367	50
3	42.30062148	66.59000892	1.355910091	1142.942467	3.00945506	11.10504475	0.2720419	15.06300035	15.62540429	1.150320306	0.173422385	23.65703232	50
2	43.80307018	65.4527432	1.561875694	1054.624005	4.013295688	12.65920329	0.750277269	27.72689956	12.3835308	1.615858908	0.423907648	46.54983718	50
3	42.28814771	66.58437353	1.344996116	1142.940026	3.000556738	11.11155703	0.28500493	15.0675936	15.58876793	1.152735857	0.196957791	23.67757422	50
3	42.30315154	66.60620488	1.338731894	1142.959405	2.990479455	11.10291308	0.265983085	15.0656825	15.5935124	1.132190458	0.177079432	23.65795202	50
1	43.51137854	72.47665739	1.738219434	943.6154353	3.008766611	13.82182328	0.535278062	37.56752659	15.01528079	1.584503799	0.673548052	34.38750981	50
3	42.29476323	66.59491486	1.362724385	1142.942221	3.004032568	11.11318394	0.268553716	15.05446749	15.60834845	1.156890217	0.21524146	23.67524955	50
2	43.80112077	65.45260664	1.58599578	1054.62795	3.996634935	12.65859	0.763329398	27.71241087	12.40502382	1.60292781	0.443020688	46.55946983	50
1	43.51246354	72.46961299	1.744997671	943.6275647	3.005774999	13.82478286	0.534588677	37.55822476	15.02688191	1.569785695	0.647024473	34.40229328	50
2	43.80478134	65.45969795	1.589984947	1054.622238	3.991065072	12.67796487	0.749728842	27.71177266	12.37568949	1.611318498	0.438349245	46.54942235	50
2	43.81243327	65.4557427	1.570683295	1054.656173	4.00994347	12.65402427	0.755999351	27.7088796	12.38637104	1.609878509	0.428713189	46.55359173	50
2	43.80174252	65.44786363	1.574459023	1054.622311	3.990439758	12.65490761	0.753248565	27.7111984	12.39721699	1.611321137	0.434919664	46.55371383	50
1	43.50309722	72.48292431	1.745073117	943.6255729	2.999195836	13.82178647	0.534804721	37.55428422	15.01165262	1.574471772	0.662955823	34.39095919	50
1	43.48808005	72.47664396	1.719011197	943.6316866	2.990428278	13.84003822	0.534716275	37.54521711	15.02027526	1.574871808	0.666490824	34.39038326	50
1	43.4916859	72.47774513	1.723716525	943.6199586	2.995211885	13.81776959	0.549040467	37.56047648	15.02504891	1.57665753	0.665857336	34.38920374	50
3	42.29929879	66.58740125	1.350844997	1142.962586	3.002852762	11.13388738	0.283236493	15.06239009	15.59740747	1.179959292	0.19336005	23.64852013	50
3	42.29308874	66.59190734	1.350971966	1142.953666	2.986497454	11.12075436	0.260425707	15.06579718	15.58831042	1.166413885	0.207002441	23.67307758	50
2	43.78137269	65.47363491	1.580468337	1054.632251	3.996924896	12.6731395	0.764980243	27.72452325	12.39762949	1.6136855	0.440178755	46.53496858	50
1	43.49935833	72.47025993	1.729961698	943.6092203	2.987220622	13.83198999	0.544763243	37.57203588	15.03288825	1.560979924	0.646645099	34.39115801	50
3	42.29105627	66.58343445	1.361709518	1142.939784	2.994188209	11.10819416	0.276380737	15.06294851	15.60163041	1.158986001	0.214543543	23.66398389	50
2	43.80848947	65.46776973	1.591703089	1054.641244	4.005089686	12.64459667	0.745721041	27.70579498	12.41339813	1.60552804	0.437411623	46.56142953	50
2	43.80304156	65.46792891	1.573512162	1054.631471	4.000973973	12.64898082	0.730655089	27.72160525	12.40214265	1.607955021	0.440024216	46.55677901	50
3	42.30626151	66.56707983	1.35959653	1142.951873	2.984606783	11.12044731	0.28378575	15.06801169	15.60136472	1.15178597	0.19525656	23.681566	50
3	42.29179831	66.60351775	1.339315329	1142.932341	2.987562505	11.10614057	0.25095656	15.06422463	15.59896959	1.176959079	0.192273096	23.65728768	50
3	42.31930494	66.57704831	1.360628338	1142.948437	2.999711053	11.10263666	0.267429412	15.06373134	15.59257104	1.165791623	0.205956195	23.68138547	50
2	43.78495594	65.46103473	1.570284366	1054.633166	4.014306707	12.65804916	0.749832547	27.70474971	12.40236765	1.602458744	0.442966434	46.5285785	50
2	43.80562438	65.46965822	1.588847395	1054.655275	4.010440035	12.65737149	0.764534939	27.70217276	12.40702647	1.605904416	0.439792886	46.55387633	50
2	43.79622564	65.45495229	1.573100901	1054.636947	3.994059589	12.65806924	0.740365204	27.71049649	12.39760662	1.602657715	0.46115799	46.55659659	50
3	42.29838638	66.58758795	1.348518556	1142.95589	2.99059584	11.09131792	0.266634275	15.07582267	15.60123249	1.1619818	0.195270265	23.68038164	50
2	43.78478972	65.46956392	1.564078889	1054.652744	4.007826951	12.65026885	0.752498981	27.73447745	12.39990998	1.598036804	0.430464796	46.54324128	50
1	43.5082232	72.47476056	1.732253284	943.6474506	2.998006021	13.82808487	0.542864526	37.55661396	15.0179281	1.575278972	0.64698747	34.36982123	50
3	42.27997773	66.60605747	1.340994248	1142.94201	2.986853797	11.12801454	0.274649844	15.07270983	15.61520317	1.175514514	0.200102525	23.65724013	50
2	43.79695915	65.45277749	1.587990846	1054.645802	4.005420273	12.65544884	0.754887622	27.7031627	12.40488047	1.613466445	0.433418985	46.54098718	50
3	42.30369173	66.58006719	1.348212771	1142.935366	2.997429479	11.10439952	0.269934304	15.06008663	15.6021781	1.162880892	0.200087325	23.67215351	50
2	43.78940899	65.45855269	1.577054854	1054.636797	4.003945112	12.66993283	0.744052541	27.70676494	12.39957457	1.613420394	0.437854704	46.55222477	50
1	43.50158308	72.48711318	1.742823772	943.6029141	2.984129156	13.8303539	0.538667362	37.56937454	15.00469809	1.583230636	0.633236798	34.39395711	50
3	42.30967627	66.59400287	1.342906725	1142.94899	3.008115789	11.08810318	0.270082951	15.0725368	15.6012852	1.160178611	0.213374895	23.66799623	50
2	43.82487105	65.47386276	1.570273548	1054.634458	4.002589308	12.66493483	0.753937102	27.71001872	12.41104341	1.597399949	0.444897804	46.53108349	50
3	42.29504099	66.59912391	1.340853133	1142.948767	3.003053106	11.10878761	0.274133201	15.06535935	15.60116726	1.158309231	0.197761802	23.64793826	50
3	42.29577993	66.58605005	1.347949143	1142.938302	3.011424598	11.11743216	0.270887835	15.05310938	15.61477167	1.155729401	0.212034978	23.67492645	50
2	43.79588748	65.45532967	1.588458998	1054.630042	4.009308812	12.6529234	0.752624086	27.70904439	12.3949679	1.585260401	0.43151795	46.55169008	50
1	43.50346463	72.47802284	1.754404705	943.6140002	3.001964336	13.82975631	0.537501299	37.57553557	15.02328032	1.577427703	0.635064822	34.37727736	50
2	43.78199635	65.46202982	1.555034742	1054.623955	3.981138859	12.64711365	0.751485153	27.71954922	12.40883888	1.606749905	0.425641465	46.55402616	50
3	42.30377067	66.58903105	1.341969471	1142.957297	2.98647781	11.10283257	0.296398696	15.08388289	15.60115273	1.175640693	0.196370529	23.66446306	50
1	43.50340827	72.48361237	1.747888668	943.6267999	2.994093091	13.82954203	0.526963882	37.57859719	15.00990358	1.566050866	0.665756459	34.38384172	50
3	42.30357033	66.62563295	1.338895644	1142.942483	3.002251678	11.09854097	0.279868058	15.05904465	15.59234013	1.161218831	0.201030849	23.65400445	50
1	43.50538391	72.46295625	1.738003997	943.6240138	3.007085291	13.81980916	0.552909364	37.57791474	15.03064146	1.578505358	0.65200847	34.39193292	50
1	43.49440122	72.48499455	1.720537954	943.6070663	3.008378122	13.83749226	0.536166547	37.54237311	15.02548054	1.573367425	0.648002321	34.38254829	50
3	42.30014704	66.59951108	1.350866898	1142.971844	3.00626705	11.08530827	0.262275521	15.06136207	15.6060509	1.169652523	0.196822833	23.66039982	50
2	43.79544157	65.46821638	1.577153466	1054.61841	4.006769032	12.65296161	0.759524459	27.71583018	12.39428713	1.601228313	0.432914029	46.53816945	50
1	43.5133495	72.47688684	1.737456748	943.6235926	2.987548662	13.84470861	0.524768084	37.55846386	15.00711299	1.565565652	0.648958547	34.3844449	50
1	43.49694603	72.47728333	1.746998693	943.6202468	3.009491242	13.8117402	0.539960597	37.5688762	15.0320518	1.580187229	0.661700969	34.38000375	50
3	42.3053404	66.60937982	1.356371174	1142.943677	3.002677024	11.10376892	0.281453305	15.05771979	15.58987957	1.144080246	0.208070256	23.66421589	50
1	43.50577894	72.46747675	1.718496598	943.6190106	2.998441348	13.83129849	0.533994988	37.54745389	15.03907028	1.563204397	0.649643778	34.39345806	50
2	43.7947781	65.45349818	1.58633524	1054.632387	3.987510258	12.65152864	0.748856745	27.72252239	12.40747576	1.625520283	0.4187332	46.54997556	50
1	43.51044776	72.48465443	1.739934186	943.623062	3.015488023	13.8314255	0.531972558	37.54425603	15.01496168	1.576365433	0.645282997	34.38527395	50
1	43.49183303	72.47454612	1.736388823	943.6244934	3.002740152	13.82632945	0.532582112	37.56300459	15.01759357	1.569343754	0.654577062	34.38109302	50
1	43.50674332	72.5009631	1.742432738	943.6283562	2.989763639	13.82656287	0.545826899	37.5426273	15.01830789	1.553279563	0.641534079	34.39893912	50
2	43.81191171	65.49171875	1.567538754	1054.633111	4.00275438	12.67522836	0.736479098	27.71459558	12.39301013	1.599794514	0.444490449	46.5673093	50
3	42.31944516	66.58601238	1.348713128	1142.956258	2.998671176	11.1027215	0.264706429	15.0698079	15.58378577	1.167531858	0.20407026	23.6562192	50
2	43.78490683	65.4534809	1.58446315	1054.644277	4.002509602	12.66595343	0.758387645	27.73143069	12.4010898	1.580068943	0.423711326	46.54452872	50
1	43.5096975	72.47519177	1.724335273	943.6093522	3.007183175	13.83541841	0.53574376	37.55066202	15.00853868	1.573556774	0.64121599	34.38287647	50
1	43.4964897	72.47316579	1.733210554	943.6081698	3.010247547	13.81755363	0.531889929	37.54846956	15.01578776	1.567133992	0.656200632	34.39310115	50
3	42.29913374	66.58084948	1.331850754	1142.957625	2.995001311	11.09609284	0.274747675	15.07737783	15.58884103	1.172318031	0.210810542	23.67177856	50
2	43.82493143	65.46522046	1.571035695	1054.641978	3.996962777	12.68214536	0.730364552	27.71779605	12.40250333	1.604583827	0.441414517	46.54079839	50
1	43.50660424	72.47588195	1.754365456	943.6345891	3.001716699	13.82710847	0.542605718	37.55618531	15.02705659	1.578285466	0.675049666	34.39624202	50
3	42.30008565	66.59630034	1.351423425	1142.948445	2.98743407	11.10393388	0.267540913	15.05092896	15.59850731	1.155726023	0.199382183	23.67341404	50
2	43.79936262	65.45417121	1.590061317	1054.65648	3.986879828	12.66980639	0.749874048	27.70236264	12.38559482	1.610359312	0.4505078	46.55095999	50
2	43.80846093	65.46397875	1.559946225	1054.648542	4.013852978	12.66835523	0.756873597	27.70453959	12.39343777	1.588681565	0.419404785	46.54637412	50
1	43.49113955	72.48373214	1.744962039	943.6081855	3.002389982	13.83412754	0.550263958	37.53778627	15.01923183	1.573412689	0.664389257	34.38801988	50
3	42.30226275	66.60192941	1.342165755	1142.950574	3.018363034	11.1018788	0.289273169	15.08004931	15.59811415	1.170625806	0.204877864	23.67229486	50
3	42.29198214	66.60041142	1.338749665	1142.931666	2.998664975	11.09770607	0.275454239	15.07178836	15.5854486	1.145760535	0.202324791	23.6779793	50
2	43.80117403	65.45251119	1.556925846	1054.649297	3.98933105	12.63737572	0.74037346	27.72070423	12.39304527	1.619477529	0.425655689	46.53632349	50
1	43.48910495	72.49317766	1.734268688	943.6269777	2.992081628	13.82772639	0.55857357	37.56563359	15.04017324	1.574706409	0.659811816	34.37777287	50
3	42.29612116	66.59554271	1.337259057	1142.946011	3.008454267	11.11541596	0.278872707	15.06555364	15.60062143	1.165847994	0.203775872	23.67791897	50
2	43.80168443	65.474043	1.56887729	1054.63755	3.987007547	12.64927208	0.739909989	27.71705157	12.41249423	1.601851194	0.4170733	46.52416236	50
1	43.49331824	72.46004099	1.734598879	943.603141	3.003053435	13.82595818	0.553197245	37.55886996	15.01777504	1.556812485	0.640552145	34.37789082	50
1	43.49294234	72.4874991	1.744582168	943.6351452	2.987450443	13.82801625	0.533349801	37.54664407	15.03386285	1.560933388	0.652096982	34.38456243	50
2	43.79556212	65.46988574	1.574056371	1054.629941	4.005241341	12.6592167	0.738319489	27.72614762	12.40680253	1.591145891	0.437844132	46.52928149	50
2	43.79290121	65.48057633	1.57541304	1054.659617	4.014857033	12.67793099	0.763857286	27.7113381	12.41115428	1.59797371	0.43829515	46.54340274	50
3	42.28794977	66.57688233	1.335440436	1142.940009	2.989216894	11.1279775	0.277891115	15.07532504	15.62803292	1.154590933	0.200788606	23.66457267	50
1	43.49365738	72.49040686	1.736065973	943.6179697	2.989122762	13.81920091	0.532447171	37.55551594	15.00899008	1.577653779	0.651928562	34.37341847	50
3	42.28567849	66.5751436	1.344712036	1142.940933	3.016768729	11.10403447	0.279024122	15.0688237	15.59204796	1.171044511	0.206307825	23.6606952	50
3	42.28910914	66.60406633	1.352738072	1142.950145	2.998743417	11.10309289	0.280906971	15.07277112	15.59194746	1.150401263	0.20194078	23.66146463	50
2	43.80082705	65.47258656	1.577467135	1054.638014	4.01200806	12.65342728	0.752736711	27.69567882	12.4045494	1.6168075	0.426235604	46.53844865	50
2	43.82042105	65.46212766	1.565859952	1054.636708	4.006056562	12.66348087	0.748704091	27.7138849	12.39779756	1.602462494	0.456986572	46.55905196	50
3	42.29623242	66.6035612	1.338307703	1142.944479	3.003928313	11.12387265	0.25980962	15.06800361	15.58361314	1.151603343	0.197740495	23.66422594	50
2	43.79580467	65.46128985	1.563226084	1054.620136	4.014667023	12.67101988	0.75174915	27.72230207	12.40276543	1.606066492	0.421796494	46.55876534	50
3	42.2884243	66.5911473	1.334544487	1142.955617	3.006281433	11.09369073	0.280315908	15.08197608	15.61346488	1.154623746	0.199711885	23.66854398	50
2	43.7901086	65.46440462	1.585980552	1054.643887	4.006750892	12.65725187	0.722847276	27.71672644	12.4000885	1.630652157	0.440471084	46.53809993	50
1	43.48331813	72.46205131	1.737170168	943.6159453	3.023344659	13.82438848	0.552567331	37.54886854	15.0110867	1.561262725	0.63681513	34.38727996	50
1	43.50342829	72.47803511	1.735271444	943.6108022	2.994650392	13.8246696	0.555324382	37.54972992	15.00912028	1.570493542	0.659432194	34.38824591	50
3	42.3065461	66.56933823	1.347666372	1142.955918	2.999838722	11.09737116	0.279374501	15.07405571	15.61459495	1.172204149	0.206992844	23.6611815	50
1	43.48139606	72.46790366	1.739047017	943.6174947	2.998642808	13.83108052	0.541085526	37.54678962	15.02180176	1.584184818	0.647809551	34.39691438	50
1	43.4972326	72.46001201	1.756612185	943.6343598	3.003004766	13.8193877	0.551238658	37.56482844	15.02330188	1.587724836	0.648267683	34.40017041	50
1	43.50184338	72.49248568	1.72594762	943.636485	3.018509661	13.83093825	0.536173683	37.55056132	15.02555507	1.573480656	0.654035909	34.38779859	50
1	43.48430372	72.47098676	1.741173444	943.6316582	2.997794339	13.82936014	0.54199527	37.56028736	15.00451316	1.56735504	0.645314959	34.39333606	50
3	42.3075607	66.59469776	1.338801702	1142.945596	3.001302105	11.11021993	0.263056775	15.06163793	15.60789594	1.153482279	0.19562535	23.65749794	50
1	43.49672182	72.49272471	1.734761886	943.6343586	3.005261666	13.85053536	0.527332851	37.55725884	15.02583417	1.572844472	0.652327726	34.38421783	50
1	43.50262506	72.492195	1.751264872	943.6150916	2.991271003	13.81015989	0.540000248	37.55289472	15.03018215	1.561989715	0.643429559	34.37417228	50
3	42.30025917	66.59680987	1.349437735	1142.924738	3.003935176	11.12211588	0.261185036	15.08041093	15.59613439	1.16454959	0.196729973	23.67382782	50
2	43.80079546	65.45742371	1.571617795	1054.64761	4.010619316	12.64593704	0.750945446	27.71613761	12.38700588	1.612085433	0.444923153	46.54693493	50
2	43.80735948	65.45843114	1.587398325	1054.65154	3.99501204	12.66615901	0.752157923	27.72049299	12.39702633	1.601790557	0.454901559	46.56680508	50
3	42.30831485	66.58289069	1.345925132	1142.966633	2.985882289	11.09744285	0.271990024	15.06180945	15.60655021	1.160318325	0.206046948	23.65420537	50
3	42.30778799	66.59334403	1.363186469	1142.956553	3.014189697	11.10939948	0.277519368	15.05823311	15.60664948	1.158584455	0.198242098	23.67799328	50
2	43.81086977	65.45924782	1.580106426	1054.636261	3.989365165	12.65421897	0.750149748	27.70004166	12.3873482	1.612539845	0.43521563	46.54082353	50
3	42.30283247	66.59926527	1.346130982	1142.945711	3.002609073	11.12090633	0.265475569	15.06914327	15.60266051	1.16272072	0.192658158	23.66949078	50
2	43.79738393	65.47036291	1.586878708	1054.644979	4.008869149	12.65586118	0.753843067	27.71275167	12.39211721	1.612980612	0.451946737	46.5331276	50
2	43.8007568	65.47370885	1.575576852	1054.632484	4.007937436	12.64971777	0.754856496	27.71710222	12.38885724	1.602034426	0.425853414	46.5593985	50
3	42.30691319	66.59056665	1.347893533	1142.943551	3.016735799	11.10699	0.269859953	15.07852254	15.60381023	1.170061549	0.198674191	23.66891726	50
2	43.81577011	65.4754287	1.580890302	1054.62857	3.987190378	12.66529962	0.752096784	27.7216683	12.3948454	1.603067248	0.442307158	46.53680561	50
2	43.81137488	65.44746178	1.56243063	1054.645569	3.984921912	12.6421104	0.745283134	27.70491644	12.41156859	1.611930967	0.438202427	46.55518356	50
1	43.51265486	72.45759547	1.743237232	943.654675	3.021433912	13.8236014	0.542113777	37.53568956	15.02673468	1.584215092	0.645024221	34.40033697	50
2	43.80295515	65.46238351	1.576572275	1054.638623	3.985199545	12.65864346	0.745195614	27.7236759	12.39800155	1.623032215	0.436307875	46.53645346	50
1	43.50141793	72.47001917	1.737416248	943.6304836	3.005760446	13.83033366	0.543529762	37.58726797	15.0324449	1.565357945	0.639630905	34.4073965	50
1	43.50600655	72.46796089	1.72443378	943.6177381	3.009564816	13.83837364	0.529498487	37.56506644	15.00233313	1.565629968	0.651980058	34.38950389	50
3	42.30630289	66.59764267	1.332110044	1142.943648	3.00766152	11.09642208	0.272396994	15.07194895	15.59999906	1.163682288	0.208338127	23.68085433	50
3	42.30919991	66.58875633	1.346648861	1142.944338	2.999129292	11.12024382	0.276214482	15.06181057	15.58504907	1.163558916	0.197813764	23.67796964	50
1	43.50637805	72.48312696	1.727881309	943.6211606	2.982858823	13.83004098	0.547889735	37.55140191	15.02695352	1.557177802	0.664590056	34.41794956	50
3	42.28958979	66.59072496	1.334063958	1142.959609	3.014117263	11.11067537	0.281436838	15.08609035	15.59477425	1.17013302	0.196212156	23.66452361	50
2	43.80961403	65.47069838	1.57404218	1054.645957	3.976782773	12.66203915	0.748731591	27.71747947	12.39396993	1.609601957	0.434670221	46.54371272	50
1	43.50199732	72.48712472	1.73649205	943.6277517	3.011835177	13.80610422	0.529106981	37.55290634	15.02202847	1.585661493	0.650274786	34.40569374	50
1	43.51477708	72.46282933	1.738390124	943.6076055	2.992883154	13.83280921	0.539806009	37.5573032	15.01851483	1.562366732	0.660935463	34.39388664	50
3	42.31673503	66.59841546	1.346574516	1142.957099	2.995901969	11.11777048	0.270127535	15.06105711	15.61485858	1.194320409	0.199825065	23.68940376	50
3	42.29638254	66.5976581	1.346145156	1142.919835	2.999209521	11.12601349	0.275186343	15.0722444	15.60991191	1.161377828	0.201676703	23.66942187	50
3	42.29630462	66.58878762	1.343467272	1142.940338	2.988669057	11.12253446	0.264454966	15.06390863	15.59875105	1.153861365	0.196570415	23.66532758	50
3	42.29301482	66.59524566	1.362705895	1142.937149	2.997269587	11.10071278	0.265723517	15.07104489	15.61281497	1.161278617	0.190612835	23.65583309	50
2	43.79865679	65.44966236	1.579082571	1054.625751	4.002092998	12.6547048	0.739305158	27.70607227	12.39155074	1.600945274	0.437681327	46.55964	50
2	43.79599353	65.46548213	1.582333789	1054.632163	4.020329257	12.67004833	0.738146909	27.7185083	12.41148814	1.614297662	0.446876081	46.54461957	50
1	43.49548019	72.4750245	1.732625949	943.6146802	3.026333424	13.84283783	0.538616308	37.55962216	15.02887041	1.568018155	0.635690866	34.36754721	50
2	43.79533998	65.44354737	1.583141093	1054.638653	4.017073954	12.65278504	0.753066438	27.7017438	12.39109331	1.591152522	0.44405117	46.5299182	50
2	43.78053847	65.47208712	1.563187269	1054.618749	4.01174277	12.67478445	0.747562237	27.7276808	12.40757691	1.616018353	0.448322141	46.55858363	50
1	43.50535372	72.46650568	1.730337549	943.6283797	3.017655109	13.84564632	0.528191465	37.55514744	15.01089857	1.573853169	0.644444086	34.3847897	50
